attendance,marks,study_hours,distance_from_home,annual_income,previous_marks,backlogs,assignments_completed,participation,dropout
70,45,2,11,754676,50,1,73,8,0
92,95,7,3,211302,83,4,40,4,0
52,72,1,12,804600,78,3,50,2,1
77,37,7,1,183583,51,0,44,5,1
61,32,4,4,809649,98,2,65,4,0
86,41,5,14,684352,93,3,45,1,1
62,45,7,1,197119,65,0,74,7,0
53,88,4,14,848409,50,0,91,4,0
68,78,4,13,574392,85,1,44,8,0
63,92,4,13,646701,77,0,91,9,0
85,91,7,15,968773,47,4,48,8,0
57,78,2,17,804259,44,0,67,1,1
66,80,2,12,186891,73,4,58,8,0
36,62,5,14,581981,74,1,44,5,0
97,59,2,12,825329,65,4,62,1,0
66,88,6,18,133033,69,3,83,9,0
85,44,2,4,463298,80,0,83,9,0
94,52,2,14,101378,59,2,55,7,0
94,74,2,19,499719,55,2,46,7,0
76,91,1,13,205461,60,4,53,1,1
49,44,5,18,798134,85,1,61,9,1
48,75,6,11,814968,90,4,48,1,1
58,93,2,6,743392,46,4,86,7,1
89,75,5,9,395761,53,4,62,9,0
47,85,3,12,235886,33,3,82,9,1
64,73,1,19,813695,38,3,43,5,1
72,58,7,14,873812,31,4,82,6,0
40,91,2,15,385907,64,1,65,2,1
78,81,6,11,241072,67,0,80,2,0
67,83,1,6,574040,74,2,45,9,0
93,86,6,14,496490,44,3,70,1,1
98,95,7,3,280940,71,0,56,5,0
37,51,7,19,416376,32,3,48,7,1
63,49,1,11,769587,60,3,66,6,1
77,62,3,17,248351,81,3,94,6,0
85,54,5,17,830264,70,4,45,6,0
94,75,1,3,996681,86,4,45,8,1
60,86,4,14,296012,71,3,43,7,0
33,34,7,7,273808,82,3,91,5,1
79,84,3,19,455060,85,2,82,2,0
98,90,7,3,502867,82,0,42,6,0
59,37,4,2,834799,61,0,63,5,1
88,45,3,17,970895,83,1,95,4,0
96,77,7,9,107771,66,1,57,5,0
74,90,4,6,441140,37,1,71,9,0
33,44,4,9,432317,40,4,87,2,1
55,94,7,5,927266,83,4,60,6,1
56,51,7,2,265189,89,2,87,9,0
75,32,6,15,725578,39,4,68,5,1
93,83,1,9,308130,99,1,71,6,0
80,43,1,19,817497,71,3,64,4,1
79,65,3,10,659178,66,1,51,5,0
35,96,5,4,718028,87,2,85,8,0
88,39,7,10,441572,88,3,48,1,1
44,78,6,8,108689,53,4,46,1,1
59,94,1,13,128063,57,3,53,4,1
71,86,1,7,419342,66,2,59,3,0
66,56,6,7,616817,50,4,59,5,0
71,34,2,4,310670,62,0,49,8,0
64,86,6,15,625651,31,1,50,1,0
35,44,1,12,772051,57,1,78,5,1
97,59,5,16,233823,44,2,58,5,0
47,49,2,6,632070,30,2,58,2,1
58,66,4,9,445328,57,1,92,5,0
88,32,6,3,767900,79,3,82,8,1
76,70,4,8,408135,64,0,45,7,0
46,68,2,7,433019,57,0,47,2,1
51,55,2,4,847916,38,2,40,6,1
97,31,2,13,943087,53,2,62,1,0
98,52,3,19,302456,92,3,79,3,0
66,52,6,7,687465,33,2,76,6,0
78,45,7,10,158396,85,0,99,9,0
42,38,5,12,903309,70,1,49,1,1
63,42,5,3,118405,96,0,41,6,1
82,57,4,12,216435,77,3,75,2,0
80,56,4,19,935061,87,1,93,9,0
32,80,7,15,146233,68,1,96,2,1
71,93,4,8,907903,54,0,41,3,0
61,81,6,12,365446,89,1,54,2,0
80,67,1,6,835333,76,1,59,4,0
75,94,4,10,999898,90,2,81,4,0
50,47,2,2,442192,56,1,60,1,1
73,92,4,13,722260,71,3,69,8,0
40,80,2,7,405383,81,1,95,5,0
97,38,3,8,827051,77,2,63,8,0
30,42,1,16,328088,61,4,41,6,1
92,69,1,11,223811,53,4,77,2,0
53,84,7,4,159269,32,3,61,7,1
42,72,6,17,727846,56,3,68,9,1
40,73,6,16,190868,69,1,53,7,1
80,97,5,19,551614,52,1,44,5,0
46,62,3,11,882170,36,4,63,4,1
53,53,7,7,948327,66,4,65,8,1
48,65,6,13,956322,36,0,41,6,1
66,39,2,19,721671,51,4,85,5,1
37,49,3,17,620622,46,4,84,7,1
57,41,1,13,611357,48,3,73,3,1
34,91,2,12,397428,68,0,62,9,0
46,47,7,7,541856,65,0,80,4,1
65,92,7,1,962124,44,1,74,4,0
48,54,3,1,329297,92,1,54,8,1
93,41,1,14,713582,58,0,94,6,0
40,50,6,15,305446,89,0,42,1,1
83,54,2,11,604254,85,1,51,2,0
74,40,2,9,602542,69,3,77,9,1
76,93,1,17,345954,45,3,90,6,1
41,79,2,4,568089,62,3,56,7,1
50,91,6,19,850707,45,3,77,9,1
40,78,6,7,274115,59,1,66,3,0
34,43,6,1,597730,95,2,58,5,1
85,30,1,9,719140,73,4,88,5,1
49,54,4,13,177080,67,4,87,7,1
70,88,4,2,296062,80,4,60,2,0
75,98,7,2,706151,89,4,79,4,0
41,34,7,15,640993,47,1,63,4,1
99,48,2,17,163131,34,2,63,8,0
46,52,6,13,962447,69,1,58,3,1
48,38,2,7,948888,35,2,70,2,1
55,79,1,9,439003,41,1,79,9,1
77,45,2,12,833833,41,0,59,4,1
81,62,5,3,254161,51,2,54,9,0
99,31,4,15,953670,78,4,79,6,1
84,43,2,7,438084,79,2,74,1,1
62,30,2,1,461278,33,3,87,3,1
91,87,3,14,960348,79,2,74,7,0
52,45,2,19,842886,32,3,72,9,1
44,76,5,16,423540,45,3,79,8,1
56,73,4,10,103877,43,0,95,5,1
93,43,3,1,994839,93,2,80,8,0
80,53,1,5,708544,70,0,93,2,0
82,84,7,3,828572,97,4,83,3,0
80,44,1,17,131818,88,2,57,8,1
76,63,4,18,855244,31,1,56,9,0
33,31,7,19,148555,39,1,47,8,1
36,56,1,18,928800,55,1,97,4,0
64,52,5,16,485198,33,3,59,6,0
77,97,2,2,976098,57,1,50,5,0
74,43,4,15,985209,31,4,69,4,1
48,92,7,13,622126,95,2,66,9,0
92,94,3,13,472072,45,2,78,3,0
67,97,2,16,673709,86,3,53,1,1
96,92,1,8,126620,52,3,81,7,0
88,93,1,11,483382,52,3,54,8,1
98,61,3,8,422683,50,4,51,3,0
42,42,5,10,117077,54,2,59,3,1
76,95,3,1,183335,87,0,56,6,0
90,48,4,12,147285,66,3,79,2,1
60,53,3,9,544451,78,1,65,6,0
51,40,1,5,772979,44,0,53,5,1
72,88,5,9,693791,57,0,64,7,0
96,44,5,16,157477,96,3,65,9,1
83,39,6,18,651776,33,1,86,9,0
39,70,3,8,703035,76,3,64,1,1
71,56,4,11,121169,79,3,64,7,0
93,89,1,19,392517,89,1,99,3,0
50,81,2,4,132669,91,0,99,4,0
95,57,5,10,679565,96,0,66,2,0
70,94,3,13,565386,72,1,82,1,0
53,46,6,14,679408,87,0,51,3,1
64,73,4,2,428520,81,4,59,9,0
85,39,4,4,678523,98,3,55,1,1
59,92,7,7,527445,75,4,64,3,1
86,76,1,19,973286,54,4,66,5,0
76,67,5,17,639693,54,4,91,3,0
64,99,1,16,213307,64,2,57,4,0
48,82,6,13,463920,90,2,49,4,0
37,73,2,18,771207,44,4,90,1,1
55,83,2,12,647835,64,3,89,6,1
59,49,2,1,630863,58,4,69,7,1
36,60,4,15,982091,67,4,40,7,1
96,36,5,3,235915,98,2,98,6,0
94,87,1,6,324059,53,4,93,7,0
65,39,1,14,901284,48,3,43,3,1
54,39,6,6,938093,75,3,62,5,1
66,68,2,1,240229,78,4,46,7,0
30,57,5,6,187942,73,3,69,5,1
44,59,5,8,478870,55,4,65,2,1
66,66,6,15,868180,54,2,40,6,0
42,96,3,14,997168,64,4,99,7,1
37,72,5,16,347610,65,0,68,2,0
34,81,5,16,172968,43,2,64,8,1
89,85,1,19,354686,85,3,79,5,0
30,97,6,1,905269,35,3,65,8,1
65,38,5,4,180684,61,2,56,3,1
64,52,5,10,741992,55,0,70,2,0
95,92,1,18,176730,44,2,47,7,0
92,90,5,2,770179,78,1,44,5,0
52,69,1,4,565377,85,0,40,5,1
38,73,3,15,369548,66,2,54,8,0
63,53,4,4,885932,82,1,75,9,0
75,80,7,16,114674,87,4,46,8,0
33,87,1,15,569259,65,0,85,2,1
59,62,1,18,710211,40,4,83,7,1
32,45,5,7,511913,56,1,92,5,1
43,51,1,15,291735,31,3,66,7,1
89,86,6,11,516786,51,3,74,3,0
74,91,2,19,991751,95,3,99,4,0
63,99,2,8,128037,46,4,66,7,0
74,59,3,1,588835,33,0,59,2,0
90,52,1,3,999997,43,4,57,2,1
45,61,6,5,206086,36,4,79,1,1
95,86,5,18,662270,45,3,99,1,1
69,38,5,12,485453,95,4,41,1,1
46,60,7,12,991674,48,1,69,6,0
63,38,4,19,619892,30,2,98,5,1
45,42,3,9,891588,60,2,77,8,1
89,87,6,11,662568,33,2,69,5,0
95,32,6,17,699612,87,3,46,1,1
95,64,7,16,160706,85,3,78,8,0
42,50,7,4,835081,82,2,52,6,0
85,93,5,10,315342,72,0,72,8,0
60,81,4,15,241043,78,2,79,2,0
63,63,5,19,667696,89,4,96,8,0
68,64,4,3,283094,45,2,69,6,0
96,44,2,5,237559,89,2,69,1,1
37,35,6,11,348670,76,0,62,1,1
84,61,7,5,120997,44,3,84,5,0
56,81,2,7,932888,92,3,63,7,1
82,57,5,6,964420,57,4,59,4,0
68,93,3,13,705196,49,2,67,5,0
94,48,1,2,537983,92,1,95,3,1
46,44,3,19,834330,62,4,58,2,1
59,35,3,11,964384,65,3,88,2,0
82,67,1,5,446928,42,0,52,5,0
42,55,6,9,605465,91,3,55,4,1
50,80,2,6,521410,97,3,95,2,1
48,82,2,17,264857,52,0,54,5,1
82,85,6,19,334066,42,2,50,9,0
48,88,1,8,682964,69,2,51,8,1
86,99,4,7,632661,59,3,61,9,0
54,87,3,5,261355,54,4,64,9,1
60,42,5,15,286983,55,1,42,8,0
84,72,2,10,194951,53,4,63,9,0
52,80,6,16,912846,68,4,64,4,1
61,48,5,9,708160,90,3,48,8,1
91,50,7,7,235772,78,3,67,2,0
39,53,1,11,557359,70,1,85,9,0
83,55,5,9,294301,99,1,69,9,0
81,74,5,17,244973,49,1,46,3,0
49,57,3,9,452518,73,3,99,6,1
61,58,1,3,515813,45,3,50,7,1
43,46,5,8,264500,50,4,49,3,1
79,97,2,19,609219,44,3,42,5,1
57,73,1,16,791047,68,2,58,1,1
82,90,2,7,915925,71,2,41,3,0
53,97,6,7,225074,90,1,56,8,0
51,54,6,13,675512,33,3,68,3,1
59,96,7,3,393996,53,2,41,8,1
92,31,4,12,897364,32,4,92,9,1
33,78,6,8,360346,30,0,55,6,1
88,99,5,13,974977,42,4,88,7,0
37,55,1,16,920015,83,0,49,6,1
41,56,6,7,350537,69,4,43,8,1
60,47,2,4,278350,40,2,82,7,1
63,83,5,12,392009,71,3,65,1,0
78,30,6,17,243361,33,0,97,3,1
86,90,3,1,587045,54,3,88,3,0
55,32,2,17,956702,65,3,99,3,1
47,97,7,2,185549,93,2,97,4,0
67,70,7,6,528737,73,1,63,1,0
79,66,7,12,755056,69,1,51,2,0
37,80,2,11,668615,74,0,60,5,0
70,44,7,11,213209,37,2,81,6,0
35,37,4,18,296591,64,3,55,9,1
98,67,3,8,563437,73,4,75,2,0
73,85,4,7,118409,47,4,74,9,0
93,76,6,14,774877,76,0,48,7,0
58,39,3,16,406677,54,0,45,9,1
57,78,2,12,523691,70,0,83,4,0
40,70,4,9,595741,34,2,40,7,1
94,59,5,16,639615,93,4,53,1,0
48,34,3,19,679632,91,2,63,8,1
38,60,2,16,890103,32,2,49,7,1
56,81,1,9,301549,66,3,57,7,1
63,52,3,13,716196,70,2,84,2,0
73,77,3,5,309074,49,2,48,9,0
97,69,6,19,150756,96,3,66,8,0
44,35,5,10,577038,69,1,94,1,1
80,67,6,7,276031,37,3,58,1,1
42,70,7,9,563340,34,0,75,5,1
78,56,3,14,783440,54,1,42,2,0
99,98,3,15,910976,68,4,77,1,0
85,86,7,13,700635,66,2,48,8,0
80,46,5,10,118733,34,1,49,4,1
66,76,5,14,547427,37,4,48,2,0
46,42,4,12,672381,33,3,56,5,1
87,40,2,19,621384,70,3,81,6,1
58,53,2,6,991856,89,0,77,8,0
62,33,4,12,802402,83,0,87,7,0
89,75,2,13,284588,51,1,88,7,0
84,47,3,8,719883,48,2,82,1,1
39,72,4,16,137487,97,3,59,3,1
76,62,4,2,483075,62,1,46,3,0
52,39,2,7,140849,51,1,43,7,1
50,88,1,12,507766,94,1,96,2,1
42,60,2,7,870018,40,0,49,7,1
62,57,6,19,700688,45,3,60,9,0
53,89,1,14,753408,97,0,53,1,1
40,32,4,9,190930,73,0,64,2,1
46,84,1,18,936131,38,1,56,6,1
97,43,3,11,571376,91,4,67,2,1
76,87,5,16,976902,44,4,53,2,1
54,44,1,19,824257,35,4,91,5,1
50,31,6,11,506923,30,1,94,7,1
41,53,5,18,981455,49,2,52,4,1
66,93,3,11,571399,65,3,73,6,0
71,53,6,4,590486,31,1,80,3,0
46,56,7,18,391162,99,1,42,4,0
77,66,5,19,907463,31,0,43,4,0
57,68,7,13,296236,32,4,83,4,1
70,92,3,4,991417,36,1,54,1,0
76,55,5,10,954669,93,2,59,4,0
47,94,5,5,867839,70,3,47,4,1
42,33,2,3,470570,83,2,89,6,1
42,58,6,16,641007,70,1,44,9,1
60,30,6,8,896150,34,1,41,6,1
31,79,1,7,100056,92,0,67,6,0
45,40,7,19,343349,30,2,61,7,1
38,88,7,14,770712,54,0,48,7,1
67,91,6,15,611854,75,2,67,1,0
83,65,6,17,934252,44,4,96,8,0
85,85,5,1,430827,98,4,85,1,0
74,50,7,6,955505,46,2,40,9,0
63,42,4,15,843708,50,0,91,4,0
38,38,2,12,362865,82,4,75,9,1
37,40,1,2,575521,84,1,88,8,1
36,99,2,5,545185,39,3,81,9,1
65,30,1,9,664482,86,0,41,6,1
47,99,3,14,801916,94,2,77,9,0
32,85,5,18,539991,66,3,65,4,1
57,60,6,8,864743,36,3,70,3,1
99,66,6,2,179882,69,1,90,3,0
73,76,4,9,533099,79,0,80,8,0
50,76,7,7,821155,30,3,90,2,1
57,98,7,18,251944,49,0,58,6,1
83,87,2,16,305399,60,1,70,9,0
83,65,2,5,173072,97,2,48,9,0
94,61,2,15,748207,41,3,42,8,1
50,93,7,5,448112,51,3,77,8,1
42,71,6,11,853646,30,3,45,1,1
86,77,7,14,993683,30,0,88,7,0
78,59,2,19,144537,32,3,84,1,1
83,50,5,3,733542,50,0,84,9,0
39,89,1,10,623273,42,4,46,3,1
82,42,6,6,523959,90,4,80,1,1
73,30,5,3,331735,42,0,64,8,1
76,94,3,2,172941,62,4,64,7,0
82,62,5,13,263277,35,1,89,2,0
75,67,5,18,845304,54,1,40,7,0
42,54,3,2,117645,52,4,93,5,1
66,55,5,15,212661,55,2,61,7,0
53,88,1,5,565075,33,0,59,7,1
31,62,6,15,433617,64,4,52,2,1
43,70,4,17,937166,54,0,79,2,0
39,59,7,2,602550,49,4,60,7,1
64,86,3,18,785791,30,1,62,3,0
54,78,6,15,685202,97,2,80,4,0
32,77,2,3,117882,52,0,72,7,0
46,78,1,5,977292,51,2,48,2,1
41,76,4,11,309611,91,1,68,2,1
83,85,1,9,321714,30,3,91,9,1
53,94,1,5,244051,88,3,94,1,1
58,41,2,1,200513,97,0,71,3,1
72,98,4,14,480895,48,1,50,4,0
54,35,7,5,144828,59,0,91,5,1
89,94,1,8,762588,30,0,75,3,0
94,54,2,14,305908,77,0,68,9,0
57,30,3,16,220354,48,2,87,5,1
45,61,2,6,960649,81,4,70,7,1
76,32,5,8,206500,51,1,53,7,0
87,78,6,2,960235,79,2,91,9,0
56,48,2,19,695196,95,4,93,2,1
82,89,2,9,401062,35,0,92,3,0
71,58,2,5,345377,93,3,89,4,0
88,79,7,5,652073,50,2,64,8,0
76,31,1,19,355333,48,1,98,1,1
63,85,7,4,444901,66,1,93,9,0
66,46,4,16,985922,92,4,65,5,1
35,89,2,16,696285,58,2,61,4,0
36,65,2,16,838761,89,0,48,8,0
54,90,5,7,361372,63,4,72,9,1
62,46,5,18,996200,30,1,62,3,1
84,78,3,1,900484,77,2,74,4,0
87,89,3,3,851266,50,3,59,1,0
36,49,5,8,303940,63,0,72,3,1
86,79,4,1,935815,55,1,74,5,0
41,32,3,7,974733,65,2,85,8,1
45,72,6,7,695063,52,3,69,1,1
72,86,6,8,870997,76,1,85,1,0
36,79,4,19,175614,73,3,94,3,1
80,97,5,17,762398,49,1,69,9,0
61,79,3,11,370192,56,4,61,9,1
37,66,2,15,849567,90,4,84,1,1
74,75,5,9,377098,66,4,40,4,0
88,71,3,17,331673,81,2,54,8,0
33,44,4,11,359407,91,4,64,2,1
96,62,6,6,347067,95,2,59,4,0
58,40,4,9,550757,53,0,46,7,1
58,49,3,18,538687,41,4,55,7,1
57,53,4,2,299387,45,2,91,5,0
73,93,3,4,474154,65,1,62,7,0
33,94,3,18,375369,31,2,60,6,0
38,46,4,1,729910,91,2,40,2,1
34,90,1,11,591293,93,1,86,9,1
85,44,2,3,826231,58,2,59,5,0
79,80,5,8,895962,60,1,86,2,0
44,56,6,5,649079,44,3,58,6,1
61,90,2,5,730094,84,4,45,5,0
57,87,5,11,877574,62,0,77,2,1
51,60,5,12,757009,81,2,71,7,0
46,41,6,9,561614,49,1,40,2,1
88,75,2,13,190721,67,4,69,7,0
86,60,6,3,127134,32,2,55,6,0
55,61,3,13,821813,83,4,66,4,1
54,61,6,11,272193,95,3,57,4,1
39,82,4,11,317129,47,2,52,6,1
74,90,1,7,353107,36,1,83,9,0
40,75,1,17,491470,64,3,89,6,1
82,36,1,16,662505,89,2,67,6,0
97,33,2,14,515282,53,4,49,1,1
57,81,2,1,623253,68,3,53,5,1
94,60,3,11,755355,41,1,91,1,0
78,65,7,13,823707,82,2,68,9,0
76,83,1,1,660477,93,4,96,4,0
81,83,3,2,218903,33,4,50,2,1
83,46,7,9,294549,34,3,89,9,1
89,59,1,13,266561,45,2,98,6,0
86,51,2,5,913716,56,4,95,3,0
76,72,7,9,124698,33,3,66,2,0
60,56,4,13,381781,77,0,83,6,0
75,66,4,5,279096,37,4,56,6,1
55,75,4,15,946837,75,3,99,9,1
34,64,6,7,947737,73,0,95,5,0
81,33,4,14,919988,96,3,42,9,0
83,55,5,16,182176,81,4,70,5,0
62,48,1,6,300633,63,0,60,2,1
79,74,4,2,721300,91,3,72,1,0
67,55,7,16,303349,50,2,40,9,0
56,51,5,19,103654,53,0,45,7,0
44,87,5,5,605100,73,3,90,3,1
90,92,5,4,926860,70,2,95,6,0
50,57,3,14,594771,58,0,43,4,0
75,94,7,6,754102,35,3,61,9,0
98,73,3,8,799909,85,4,52,2,1
35,72,5,3,981811,43,0,97,4,1
67,66,6,4,165355,79,0,83,1,0
91,95,4,1,817479,81,2,96,7,0
91,46,1,2,582312,30,3,69,4,1
75,69,7,13,146257,41,4,79,5,0
42,67,6,9,737723,53,2,91,1,0
32,90,2,12,205866,66,0,65,2,0
35,38,3,10,354559,99,2,95,4,1
37,90,4,10,906743,32,2,78,2,1
73,45,4,18,212695,56,2,92,1,0
62,31,2,12,940910,82,0,78,1,0
79,72,2,16,265992,46,1,46,6,0
40,71,7,6,633026,44,2,53,2,1
57,86,4,10,959856,68,1,65,3,1
99,96,2,15,948664,33,4,57,5,0
70,59,4,9,470544,46,4,94,3,1
45,42,6,2,367618,40,4,90,6,1
97,48,7,18,159026,41,3,95,7,1
77,36,2,12,166024,61,0,63,6,0
85,38,6,3,150974,56,1,96,2,1
93,83,6,7,367766,73,3,98,9,0
88,90,2,9,545489,72,1,91,2,0
91,31,7,8,459510,78,0,97,6,0
40,79,4,6,857438,72,2,90,9,0
47,60,5,1,139214,32,3,64,9,1
48,62,4,14,717472,58,0,96,2,0
84,40,1,16,873500,64,3,89,9,1
55,62,2,16,460377,77,4,71,8,1
35,36,3,4,289065,68,3,45,7,1
33,60,7,6,780583,53,2,55,8,1
58,77,2,15,384009,49,2,42,8,1
88,76,1,8,305180,44,1,60,1,0
46,82,6,1,599353,47,3,71,9,1
72,48,3,13,143026,89,4,41,6,1
95,35,3,18,189037,70,2,86,1,0
63,78,4,18,552423,98,1,59,1,0
37,79,5,13,782226,40,4,50,7,1
42,41,4,14,505632,85,4,90,2,1
37,52,7,11,125775,47,4,57,6,1
94,83,3,7,825783,41,0,93,5,0
72,98,3,18,643662,45,2,50,5,0
68,88,5,4,420595,56,0,74,6,0
88,65,7,17,545815,46,0,75,8,0
73,32,2,19,968573,60,2,77,5,0
38,87,5,14,639972,64,3,51,8,1
66,84,6,10,648290,56,1,99,5,0
65,86,4,6,715839,61,2,70,6,0
57,46,2,18,492848,46,1,92,8,1
71,68,4,4,559369,40,3,75,2,1
72,97,5,11,539620,30,2,69,7,0
71,84,2,13,594090,78,4,83,3,0
95,74,5,8,106309,70,2,43,9,0
84,30,6,10,446819,49,3,41,7,1
77,50,1,11,954758,66,0,83,3,0
51,50,3,3,107826,45,2,52,8,1
56,81,7,15,243206,68,4,65,2,1
96,72,2,8,775053,74,2,68,8,0
42,81,3,18,221840,93,0,87,7,0
74,96,1,1,759414,76,2,75,5,0
39,73,2,8,877104,52,4,67,4,1
38,61,3,3,621228,61,3,47,1,1
83,39,3,1,771450,78,4,44,4,1
56,93,2,16,730273,48,3,71,6,1
63,98,3,9,377713,96,4,69,6,0
30,97,3,17,630796,68,1,53,2,1
61,57,2,16,189059,89,2,86,9,0
96,82,7,6,307041,40,2,82,1,0
49,80,3,7,197475,78,0,49,4,1
64,82,3,16,754735,44,1,49,4,0
46,33,7,8,734936,90,0,95,2,1
47,46,4,10,124520,72,2,45,8,1
74,96,6,14,570640,44,0,55,2,0
82,76,4,11,917364,34,3,99,2,0
97,85,1,2,119734,58,1,65,2,0
94,52,4,12,955795,91,4,60,1,0
30,47,4,13,936987,89,3,75,5,1
87,30,1,15,349972,98,4,97,4,1
55,64,3,12,902689,51,0,80,2,0
49,93,3,13,787554,42,2,81,1,1
39,87,4,8,327926,79,3,69,1,1
88,88,1,16,772153,76,1,44,2,0
70,30,3,3,527900,58,4,49,1,1
34,32,5,13,455694,46,3,87,9,1
94,96,2,12,361894,49,2,70,2,0
46,66,2,19,939651,35,1,50,3,1
51,58,6,2,401984,51,1,77,9,0
70,62,2,1,459536,38,4,46,5,1
97,90,4,8,421471,61,3,98,8,0
98,33,2,9,213827,62,3,51,7,1
40,43,2,8,659107,99,1,98,6,0
85,62,5,17,709909,78,0,84,2,0
80,51,3,9,566966,59,1,88,4,0
50,77,5,6,725560,45,2,80,9,0
55,32,4,15,665992,94,3,99,7,1
48,52,2,13,559353,43,4,47,3,1
89,97,7,12,946811,85,3,67,6,0
76,50,3,13,779678,66,1,98,8,0
55,72,6,7,705275,78,2,55,8,1
69,55,6,18,473705,79,0,92,8,0
34,70,2,14,891706,65,3,42,8,1
50,67,2,11,536850,81,1,76,6,0
33,40,6,14,982894,52,1,71,3,1
52,58,6,17,866032,95,1,60,9,1
44,89,7,2,905478,74,2,96,3,0
37,96,4,19,174210,57,1,94,4,0
70,94,2,16,218724,49,1,84,1,0
48,90,6,10,839919,78,1,57,2,1
75,48,7,8,515126,86,3,92,6,1
57,75,1,5,148392,88,1,87,1,1
97,78,6,7,685760,55,2,96,9,0
44,51,3,13,343746,48,3,85,8,1
66,86,3,16,170904,42,1,50,2,0
30,43,1,5,975495,91,0,89,2,1
96,73,4,16,407479,43,2,47,8,0
53,45,2,15,122487,40,0,51,8,1
56,41,2,9,660881,96,2,90,1,1
69,84,6,12,175927,41,0,91,5,0
92,80,3,8,372018,64,1,41,2,0
90,68,4,13,941254,68,0,80,1,0
65,62,4,5,153948,61,0,61,3,0
53,62,4,14,103608,43,2,48,3,1
53,58,6,16,195987,94,1,53,9,0
33,98,2,11,205182,56,2,54,1,1
96,99,4,12,330394,89,1,50,2,0
63,60,6,15,547717,72,4,52,9,0
86,60,6,12,651834,94,3,95,5,0
78,75,1,9,601130,84,3,67,9,0
82,81,5,1,200804,64,2,64,6,0
52,39,4,3,561419,61,1,76,3,1
98,70,5,12,948928,48,0,45,8,0
82,32,2,13,941618,68,3,94,9,1
91,88,6,6,797706,49,2,76,2,0
70,81,7,10,236302,57,2,72,9,0
86,63,4,10,650008,32,2,64,4,0
89,78,7,16,405167,61,1,89,8,0
83,57,3,1,530818,87,2,62,5,0
99,42,2,16,167082,83,4,99,6,1
86,98,1,4,115050,71,0,95,4,0
39,96,1,6,475497,44,2,47,5,1
69,90,5,19,282387,91,1,56,1,0
36,89,6,2,414308,60,0,70,3,0
67,53,5,18,228470,90,0,65,4,0
90,92,3,10,916566,55,3,94,1,0
32,90,3,4,246712,98,2,96,3,0
80,52,1,1,554887,86,2,50,4,0
76,59,7,15,114284,49,1,69,9,0
97,89,4,10,684814,95,4,50,3,1
67,47,1,18,496639,50,4,42,3,1
65,85,1,16,128577,89,3,79,4,0
70,82,7,13,746155,92,4,79,9,0
98,36,7,15,885367,80,1,96,9,0
42,98,3,2,480391,68,3,95,1,1
87,81,7,4,421044,40,2,92,8,0
79,33,5,1,971038,86,4,60,1,1
59,63,3,7,368210,32,1,74,2,1
91,98,7,11,838936,66,1,67,5,0
54,62,6,10,876827,54,2,61,6,0
56,98,3,1,466486,50,1,81,2,0
80,67,3,11,551104,71,3,90,5,0
86,55,1,10,108583,30,3,85,3,1
76,30,4,14,400201,52,0,57,7,0
68,33,1,14,253676,53,2,62,1,1
45,68,2,7,388708,76,1,65,5,0
51,83,3,11,423573,36,4,74,3,1
83,62,7,4,985032,67,3,68,2,0
50,62,7,2,712681,76,2,91,3,0
45,49,7,7,128941,64,2,85,4,1
88,45,3,19,619357,91,3,50,2,1
60,50,7,14,400106,32,0,81,2,0
71,74,2,19,269645,49,2,95,3,0
61,91,3,7,518908,73,1,85,2,0
88,60,7,12,682708,61,4,40,6,0
63,71,3,3,706703,55,4,55,2,1
38,41,6,15,266835,77,3,64,1,1
40,94,3,5,968445,34,2,77,8,0
39,32,2,8,801040,88,4,57,4,1
46,38,1,14,743300,90,2,55,2,1
97,80,3,4,761753,78,3,58,4,0
77,45,4,7,220198,59,0,55,2,1
81,32,2,7,657776,46,4,44,5,1
54,53,5,18,776819,99,1,66,7,0
50,42,6,14,505770,87,3,83,6,1
94,31,2,8,268939,92,0,45,2,1
92,50,1,12,309176,90,1,96,4,0
80,48,7,10,726618,92,1,73,8,0
65,76,7,14,800375,44,4,55,7,1
95,51,2,9,367201,30,2,92,7,0
44,62,5,6,352570,42,3,62,4,1
68,61,7,5,707314,77,1,82,1,0
99,93,6,1,629593,63,4,83,7,0
30,68,4,1,423420,59,0,71,6,0
52,71,5,17,341290,48,1,82,8,1
68,38,2,11,273403,93,0,62,5,0
86,54,5,12,714822,95,3,59,8,0
63,31,7,3,246388,86,4,58,8,1
70,48,7,6,771577,73,0,68,9,0
42,49,2,11,211045,41,2,47,1,1
99,99,7,13,507818,69,0,68,3,0
35,46,7,11,882842,53,0,57,6,1
81,97,4,8,449325,40,4,44,4,0
32,32,4,10,997339,95,4,51,8,1
92,80,1,2,113987,30,1,49,1,0
78,55,4,14,674203,87,0,86,5,0
76,85,3,16,637831,57,0,76,4,0
84,93,5,17,390088,97,4,56,1,0
93,37,5,11,813601,88,2,71,6,0
94,66,2,2,764504,51,4,94,3,0
96,56,4,5,471562,58,2,43,5,0
44,74,1,16,138459,98,4,70,6,1
61,33,7,16,270899,74,3,65,4,1
97,66,1,2,655029,99,0,51,6,0
47,62,1,16,825375,46,2,57,7,1
72,60,6,5,750365,68,3,47,2,0
64,84,7,8,562950,69,2,71,7,0
87,41,3,14,698915,57,1,59,7,1
62,40,4,10,874071,31,1,88,2,1
43,61,7,2,999804,56,0,79,3,1
63,86,1,3,431885,50,3,52,3,1
90,67,7,18,693465,36,3,98,1,0
33,89,3,2,103543,90,1,62,1,1
